date,price,return,volatility,change_in_volatility,directionality
2018-03-01,1352.01,,,,
2018-03-02,1335.4,-0.012285412090147219,,,0
2018-03-03,1346.1966666666667,0.008084968299136408,,,1
2018-03-04,1356.993333333333,0.008020125835997094,,,1
2018-03-05,1367.79,0.00795631518700679,,,1
2018-03-06,1267.72,-0.07316181577581349,,,0
2018-03-07,1159.64,-0.08525541917773638,,,0
2018-03-08,1117.29,-0.036519954468628324,,,0
2018-03-09,1080.87,-0.03259672958676807,,,0
2018-03-10,1076.5,-0.004043039403443416,,,0
2018-03-11,1072.13,-0.0040594519275428675,,,0
2018-03-12,1067.76,-0.004075998246481416,,,0
2018-03-13,1078.67,0.010217651906795577,,,1
2018-03-14,980.04,-0.09143667664809452,,,0
2018-03-15,962.01,-0.01839720827721314,,,0
2018-03-16,1002.24,0.04181869211338762,,,1
2018-03-17,984.7466666666668,-0.017454235845040356,,,0
2018-03-18,967.2533333333332,-0.017764298093587705,,,0
2018-03-19,949.76,-0.018085575650639507,,,0
2018-03-20,1022.52,0.07660882749326148,,,1
2018-03-21,1011.2,-0.011070688103900106,,,0
2018-03-22,973.76,-0.03702531645569629,,,0
2018-03-23,969.27,-0.004610992441669404,,,0
2018-03-24,940.7733333333332,-0.02940013274594977,,,0
2018-03-25,912.2766666666666,-0.03029068284248404,,,0
2018-03-26,883.78,-0.03123686893230493,,,0
2018-03-27,875.45,-0.009425422616488155,,,0
2018-03-28,870.32,-0.0058598435090524426,,,0
2018-03-29,799.16,-0.08176302969022897,,,0
2018-03-30,744.45,-0.06845938235146898,,,0
2018-03-31,749.1333333333333,0.0062909978283742785,0.03616764628576898,,1
2018-04-01,753.8166666666667,0.006251668594820847,0.03644085202699825,0.00755387118837092,1
2018-04-02,758.5,0.006212828052797992,0.03639581833891008,-0.001235802281867704,1
2018-04-03,816.37,0.07629531970995385,0.04004885157257339,0.1003695864081704,1
2018-04-04,749.73,-0.08162965322096594,0.04151327012691087,0.03656580642977425,0
2018-04-05,740.29,-0.012591199498486194,0.04024158783031222,-0.030633151585287566,0
2018-04-06,722.68,-0.02378797498277707,0.038156153468762555,-0.05182286470263975,0
2018-04-07,727.4366666666666,0.006581981882253007,0.03812662627075143,-0.000773851537086867,1
2018-04-08,732.1933333333334,0.006538942680004434,0.03811996167710769,-0.00017480155722182644,1
2018-04-09,736.95,0.006496462682898052,0.038245976344604866,0.0033057396165445674,1
2018-04-10,761.13,0.032810909831060275,0.03908766498440165,0.022007246781020395,1
2018-04-11,778.24,0.02247973407959214,0.039538783602874515,0.011541201518506794,1
2018-04-12,865.28,0.11184210526315774,0.045247331159102906,0.14437843140458617,1
2018-04-13,932.02,0.07713110207100593,0.04477897970117215,-0.010350918958819788,1
2018-04-14,929.0666666666666,-0.003168744590602568,0.044657789769404196,-0.002706402257860785,0
2018-04-15,926.1133333333332,-0.003178817451205518,0.04394755667728472,-0.015903901554171207,0
2018-04-16,923.16,-0.003188954555597867,0.043848379559408394,-0.002256715170870671,0
2018-04-17,922.2,-0.001039906408423108,0.043737133570653855,-0.0025370604312484613,0
2018-04-18,963.23,0.0444914335285187,0.04436588117578945,0.014375601549651229,1
2018-04-19,1003.66,0.04197336046427114,0.042763244446687255,-0.03612318039513562,1
2018-04-20,1068.33,0.06443417093438009,0.0442690529187335,0.035212680691792064,1
2018-04-21,1084.6933333333334,0.015316740457848699,0.04367390692768276,-0.013443838343306647,1
2018-04-22,1101.0566666666666,0.015085677057724345,0.04368000051078566,0.00013952457042565314,1
2018-04-23,1117.42,0.014861481546514455,0.04321698488838398,-0.010600174381576566,1
2018-04-24,1222.89,0.09438707021531734,0.04547783326047842,0.05231388487497468,1
2018-04-25,1124.97,-0.08007261487132944,0.04784691746744879,0.052093163572706436,0
2018-04-26,1119.56,-0.004809017129345783,0.04779241896838754,-0.0011390179753654195,0
2018-04-27,1159.56,0.035728321840723165,0.04793952385432155,0.0030779962410212303,1
2018-04-28,1174.28,0.012694470316326978,0.04464481214958486,-0.06872641694875092,1
2018-04-29,1189.0,0.012535340804578077,0.04185659297834379,-0.06245337446821331,1
2018-04-30,1203.72,0.012380151387720861,0.0418197978914783,-0.0008790750571727735,1
2018-05-01,1161.16,-0.0353570597813444,0.04285772395405522,0.024819011925172774,0
2018-05-02,1197.19,0.031029315512073996,0.04291410716740249,0.001315590473439876,1
2018-05-03,1272.23,0.06268010925584067,0.04232469581883771,-0.013734675785413875,1
2018-05-04,1277.2,0.003906526335646809,0.038220198045559546,-0.096976426974139,1
2018-05-05,1267.3066666666666,-0.007746111285102941,0.038093851909502374,-0.0033057425790039563,0
2018-05-06,1257.4133333333334,-0.007806581937547241,0.03758658646829451,-0.013316202373363173,0
2018-05-07,1247.52,-0.00786800415668154,0.03784687949498565,0.0069251573805646505,0
2018-05-08,1225.31,-0.017803321790432203,0.038376466200633154,0.013992876366931917,0
2018-05-09,1229.14,0.003125739608752287,0.03841624375739213,0.0010365091082389366,1
2018-05-10,1195.17,-0.027637209756415038,0.03918450739768715,0.01999840601665248,0
2018-05-11,1108.12,-0.07283482684471676,0.042365942522422546,0.0811911476249203,0
2018-05-12,1121.09,0.011704508536981573,0.038006131990242,-0.1029083804726657,1
2018-05-13,1134.06,0.011569097931477534,0.035795814266870785,-0.05815687121064328,1
2018-05-14,1147.03,0.011436784649842213,0.03574950671959913,-0.001293658161437894,1
2018-05-15,1106.34,-0.035474224736929294,0.03656431775541993,0.022792231574319644,0
2018-05-16,1065.35,-0.037050093099770476,0.03738990587278212,0.022579065275730947,0
