date,index,return,volatility,change_in_volatility,directionality
2018-03-01,100.9409278,,,,
2018-03-02,101.0367083,0.0009488767548262445,,,1
2018-03-03,101.0236473,-0.00012926984874872538,,,0
2018-03-04,101.0105864,-0.00012928557173563782,,,0
2018-03-05,100.9975254,-0.00012930327865112723,,,0
2018-03-06,100.9844644,-0.00012932000015131173,,,0
2018-03-07,100.9714034,-0.00012933672597659207,,,0
2018-03-08,100.9583425,-0.00012935246574974357,,,0
2018-03-09,100.9452815,-0.00012937019048231413,,,0
2018-03-10,100.9757571,0.0003019021745955808,,,1
2018-03-11,101.0062327,0.00030181105718107837,,,1
2018-03-12,101.0367083,0.00030171999475037126,,,1
2018-03-13,101.0671839,0.0003016289872539435,,,1
2018-03-14,101.0976595,0.0003015380346420571,,,1
2018-03-15,101.1281351,0.00030144713686452995,,,1
2018-03-16,101.1586107,0.0003013562938727343,,,1
2018-03-17,101.167318,8.607571752650145e-05,,,1
2018-03-18,101.1760253,8.606830913526764e-05,,,1
2018-03-19,101.1847326,8.606090201879191e-05,,,1
2018-03-20,101.19344,8.605448446874497e-05,,,1
2018-03-21,101.2021473,8.604609152529363e-05,,,1
2018-03-22,101.2108546,8.603868823264804e-05,,,1
2018-03-23,101.2195619,8.603128621342826e-05,,,1
2018-03-24,101.180379,-0.00038710797858132473,,,0
2018-03-25,101.1411961,-0.00038725788920002113,,,0
2018-03-26,101.1020132,-0.0003874079159718047,,,0
2018-03-27,101.0628302,-0.00038755904813192465,,,0
2018-03-28,101.0236473,-0.0003877083188987829,,,0
2018-03-29,100.9844644,-0.0003878586949414009,,,0
2018-03-30,100.9452815,-0.00038800918767856185,,,0
2018-03-31,100.8669157,-0.000776319594492203,0.00033949058270179216,,0
2018-04-01,100.7885498,-0.0007769237262402751,0.0003141561398229311,-0.07462487671157214,0
2018-04-02,100.710184,-0.0007775268138643376,0.0003388493087064381,0.07860157976675186,0
2018-04-03,100.6318181,-0.0007781328251768027,0.0003605618382573383,0.06407724316684638,0
2018-04-04,100.5534523,-0.000778737793668105,0.0003798017596176401,0.053360947606912346,0
2018-04-05,100.4750864,-0.000779345693335376,0.0003969256630636245,0.0450864247264775,0
2018-04-06,100.3967206,-0.0007799525515013173,0.00041219411481035047,0.038466778965305926,0
2018-04-07,100.3923669,-4.336496226153841e-05,0.0004129298336020195,0.0017848842698966472,0
2018-04-08,100.3880133,-4.3365846771337146e-05,0.00041364376947070004,0.0017289520169876393,0
2018-04-09,100.3836596,-4.33687235844582e-05,0.00040434458453772075,-0.0224811434845944,0
2018-04-10,100.379306,-4.3369608334176135e-05,0.00039448327964227597,-0.024388368912419134,0
2018-04-11,100.3749523,-4.3372485559856067e-05,0.0003840167975103781,-0.026532131200564635,0
2018-04-12,100.3705987,-4.337337054960422e-05,0.0003728944952599161,-0.02896306183106845,0
2018-04-13,100.366245,-4.337624818806507e-05,0.0003610560259947634,-0.031747503424262136,0
2018-04-14,100.4054279,0.00039039918251404515,0.00036600367595872313,0.013703274859706793,1
2018-04-15,100.4446108,0.00039024683047039765,0.0003708564737623054,0.0132588772254012,1
2018-04-16,100.4837937,0.0003900945972903358,0.00038388622723690844,0.03513422144803724,1
2018-04-17,100.5229767,0.0003899434780196831,0.00039621220414925697,0.032108411393310554,1
2018-04-18,100.5621596,0.00038979048657639126,0.0004078984870489331,0.029495009939859873,1
2018-04-19,100.6013425,0.00038963860915330883,0.00041899900098554967,0.027213912993222067,1
2018-04-20,100.6405254,0.00038948685003870054,0.00042955956489387905,0.025204269899186782,1
2018-04-21,100.5926352,-0.00047585403404504234,0.0004295663525921744,1.5801529869463593e-05,0
2018-04-22,100.5447449,-0.0004760815730175949,0.00042873233069611153,-0.0019415438174570365,0
2018-04-23,100.4968547,-0.00047630734005665865,0.0004302174277027107,0.0034639258583273325,0
2018-04-24,100.4489645,-0.00047653431684957503,0.0004316788234261912,0.0033968770890664413,0
2018-04-25,100.4010743,-0.000476761510070145,0.0004331167080983813,0.0033309131561696237,0
2018-04-26,100.353184,-0.000476989916033288,0.000434531272618304,0.003266012355268799,0
2018-04-27,100.3052938,-0.0004772165475088741,0.00043592268012840405,0.0032020883139571854,0
2018-04-28,100.3270621,0.00021702045002136572,0.0004426767419609727,0.015493715148244158,1
2018-04-29,100.3488304,0.00021697336236448095,0.00044838865840748904,0.01290313202634863,1
2018-04-30,100.3705987,0.0002169262951370321,0.0004407751095239622,-0.016979798085364983,1
2018-05-01,100.3923669,0.00021687825201732736,0.0004303685151114197,-0.023609759688521526,1
2018-05-02,100.4141352,0.0002168322221318686,0.000416955309559625,-0.031166790972899427,1
2018-05-03,100.4359035,0.00021678521611168122,0.00040022831417451353,-0.040116998156895955,1
2018-05-04,100.4576718,0.00021673823046763907,0.00037974487748168806,-0.0511793792877282,1
2018-05-05,100.4663791,8.667630698555584e-05,0.0003529194086602131,-0.07064076545119047,1
2018-05-06,100.4750864,8.666879485463852e-05,0.00032115443319027785,-0.09000631501261014,1
2018-05-07,100.4837937,8.666128402556872e-05,0.00032106258825245114,-0.00028598371479515716,1
2018-05-08,100.4925011,8.665476968339192e-05,0.000320910122674207,-0.00047487805749657497,1
2018-05-09,100.5012084,8.664626618593019e-05,0.00032069693003419075,-0.0006643375355057657,1
2018-05-10,100.5099157,8.663875926084863e-05,0.00032042292023656246,-0.0008544197713370449,1
2018-05-11,100.518623,8.663125363672641e-05,0.0003200879268266183,-0.0010454726824685734,1
2018-05-12,100.4968547,-0.0002165598707017935,0.00032333290950718675,0.010137785303992786,0
