date,index,return,volatility,change_in_volatility,directionality
2018-03-01,12.428571428571429,,,,
2018-03-02,12.285714285714286,-0.011494252873563204,,,0
2018-03-03,12.142857142857142,-0.011627906976744318,,,0
2018-03-04,12.0,-0.0117647058823529,,,0
2018-03-05,11.857142857142858,-0.011904761904761862,,,0
2018-03-06,11.714285714285714,-0.012048192771084487,,,0
2018-03-07,11.571428571428571,-0.012195121951219523,,,0
2018-03-08,11.428571428571429,-0.012345679012345623,,,0
2018-03-09,11.285714285714286,-0.012499999999999956,,,0
2018-03-10,11.142857142857142,-0.012658227848101333,,,0
2018-03-11,11.0,-0.012820512820512775,,,0
2018-03-12,11.0,0.0,,,
2018-03-13,11.0,0.0,,,
2018-03-14,11.0,0.0,,,
2018-03-15,11.0,0.0,,,
2018-03-16,11.0,0.0,,,
2018-03-17,11.0,0.0,,,
2018-03-18,11.0,0.0,,,
2018-03-19,10.857142857142858,-0.012987012987012991,,,0
2018-03-20,10.714285714285714,-0.013157894736842257,,,0
2018-03-21,10.571428571428571,-0.013333333333333308,,,0
2018-03-22,10.428571428571429,-0.013513513513513487,,,0
2018-03-23,10.285714285714286,-0.013698630136986245,,,0
2018-03-24,10.142857142857142,-0.013888888888889062,,,0
2018-03-25,10.0,-0.014084507042253502,,,0
2018-03-26,10.0,0.0,,,
2018-03-27,10.0,0.0,,,
2018-03-28,10.0,0.0,,,
2018-03-29,10.0,0.0,,,
2018-03-30,10.0,0.0,,,
2018-03-31,10.0,0.0,0.006433155079756796,,
2018-04-01,10.0,0.0,0.006510448477411077,0.012014850675293065,
2018-04-02,9.714285714285714,-0.028571428571428692,0.007587902827665852,0.16549617956322904,0
2018-04-03,9.428571428571429,-0.02941176470588225,0.008560976032014406,0.12824007192088493,0
2018-04-04,9.142857142857142,-0.030303030303030387,0.009463894745216295,0.1054691322374175,0
2018-04-05,8.857142857142858,-0.03124999999999989,0.010317132244268574,0.09015712051146418,0
2018-04-06,8.571428571428571,-0.032258064516129115,0.011134254532337342,0.07920052478950246,0
2018-04-07,8.285714285714286,-0.033333333333333215,0.011924964363541762,0.07101596509294383,0
2018-04-08,8.0,-0.034482758620689724,0.01269665098431864,0.06471185969629878,0
2018-04-09,7.857142857142857,-0.017857142857142905,0.01275083887880615,0.004267888796379182,0
2018-04-10,7.714285714285714,-0.018181818181818077,0.012807453262904209,0.004440051720217442,0
2018-04-11,7.571428571428571,-0.0185185185185186,0.012670783555971152,-0.010671107216054354,0
2018-04-12,7.428571428571429,-0.01886792452830177,0.012506697114125172,-0.012949983804960041,0
2018-04-13,7.285714285714286,-0.019230769230769273,0.012312806696187095,-0.015502927445096182,0
2018-04-14,7.142857142857143,-0.019607843137254832,0.01208628162922301,-0.018397516711947892,0
2018-04-15,7.0,-0.020000000000000018,0.011823729795668524,-0.02172312722878067,0
2018-04-16,7.285714285714286,0.04081632653061229,0.015402336327850806,0.3026630846632896,1
2018-04-17,7.571428571428571,0.03921568627450989,0.018029712451919158,0.17058296015244645,1
2018-04-18,7.857142857142857,0.037735849056603765,0.02020239517143858,0.12050567779788146,1
2018-04-19,8.142857142857142,0.036363636363636376,0.021929308299122804,0.08548061321588607,1
2018-04-20,8.428571428571429,0.03508771929824572,0.02332726019958481,0.06374810739096248,1
2018-04-21,8.714285714285714,0.03389830508474567,0.024467268763526888,0.04887022968785537,1
2018-04-22,9.0,0.032786885245901676,0.02539632899768559,0.03797155469774549,1
2018-04-23,9.285714285714286,0.031746031746031855,0.02614732781391913,0.029571156378623842,1
2018-04-24,9.571428571428571,0.03076923076923066,0.02674417237205348,0.02282621621535741,1
2018-04-25,9.857142857142858,0.029850746268656803,0.02733585072267712,0.02212363659613259,1
2018-04-26,10.142857142857142,0.02898550724637672,0.027847696511475804,0.0187243409393536,1
2018-04-27,10.428571428571429,0.028169014084507227,0.028289580490010034,0.015867882585984594,1
2018-04-28,10.714285714285714,0.02739726027397249,0.028669634842501908,0.013434428715762836,1
2018-04-29,11.0,0.02666666666666684,0.028994643442507365,0.011336335526800578,1
2018-04-30,11.142857142857142,0.01298701298701288,0.029036159873181977,0.00143186553602348,1
2018-05-01,11.285714285714286,0.012820512820512997,0.029069279514559735,0.001140634351181724,1
2018-05-02,11.428571428571429,0.012658227848101111,0.02842180997418498,-0.022273326039968122,1
2018-05-03,11.571428571428571,0.012499999999999956,0.02764979691957936,-0.027162698480737935,1
2018-05-04,11.714285714285714,0.012345679012345734,0.02673535384353955,-0.03307232522175507,1
2018-05-05,11.857142857142858,0.012195121951219523,0.025654918819853045,-0.040412220837226176,1
2018-05-06,12.0,0.012048192771084265,0.024376527961997147,-0.04983024373737699,1
2018-05-07,11.571428571428571,-0.0357142857142857,0.024531135774710427,0.006342487041399503,0
2018-05-08,11.142857142857142,-0.03703703703703709,0.024700037247099665,0.006885187621983757,0
2018-05-09,10.714285714285715,-0.038461538461538325,0.025803463704867982,0.044673068575954655,0
2018-05-10,10.285714285714286,-0.040000000000000036,0.026928912032826244,0.04361617265150097,0
2018-05-11,9.857142857142858,-0.04166666666666674,0.028080851016844703,0.042777033940853304,0
2018-05-12,9.428571428571429,-0.04347826086956519,0.029264103078133968,0.042137329120811584,0
2018-05-13,9.0,-0.045454545454545525,0.030483973631866914,0.04168487756060535,0
2018-05-14,8.857142857142858,-0.015873015873015817,0.030376799973399215,-0.003515737802491148,0
2018-05-15,8.714285714285714,-0.016129032258064613,0.030263330659172267,-0.003735393929785613,0
2018-05-16,8.571428571428571,-0.016393442622950727,0.029909872000080894,-0.011679436842958468,0
