3/1/18,2702.54
3/2/18,2691.25
3/3/18,2701.146667
3/4/18,2711.043333
3/5/18,2720.94
3/6/18,2728.12
3/7/18,2726.8
3/8/18,2738.97
3/9/18,2786.57
3/10/18,2785.386667
3/11/18,2784.203333
3/12/18,2783.02
3/13/18,2765.31
3/14/18,2749.48
3/15/18,2747.33
3/16/18,2752.01
3/17/18,2738.98
3/18/18,2725.95
3/19/18,2712.92
3/20/18,2716.94
3/21/18,2711.93
3/22/18,2643.69
3/23/18,2588.26
3/24/18,2611.69
3/25/18,2635.12
3/26/18,2658.55
3/27/18,2612.62
3/28/18,2605
3/29/18,2640.87
3/30/18,2626.1225
3/31/18,2611.375
4/1/18,2596.6275
4/2/18,2581.88
4/3/18,2614.45
4/4/18,2644.69
4/5/18,2662.84
4/6/18,2604.47
4/7/18,2607.366667
4/8/18,2610.263333
4/9/18,2613.16
4/10/18,2656.87
4/11/18,2642.19
4/12/18,2663.99
4/13/18,2656.3
4/14/18,2663.48
4/15/18,2670.66
4/16/18,2677.84
4/17/18,2706.39
4/18/18,2708.64
4/19/18,2693.13
4/20/18,2670.14
4/21/18,2670.19
4/22/18,2670.24
4/23/18,2670.29
4/24/18,2634.56
4/25/18,2639.4
4/26/18,2666.94
4/27/18,2669.91
4/28/18,2662.623333
4/29/18,2655.336667
4/30/18,2648.05
5/1/18,2654.8
5/2/18,2635.67
5/3/18,2629.73
5/4/18,2663.42
5/5/18,2666.49
5/6/18,2669.56
5/7/18,2672.63
5/8/18,2671.92
5/9/18,2697.79
5/10/18,2723.07
5/11/18,2727.72
5/12/18,2728.523333
5/13/18,2729.326667
5/14/18,2730.13
5/15/18,2711.45
5/16/18,2722.46
5/17/18,2720.13
5/18/18,2717.743333
5/19/18,2715.356667
5/20/18,2712.97
5/21/18,2733.01
5/22/18,2724.44
5/23/18,2733.29
5/24/18,2727.76
5/25/18,2721.33
5/26/18,2713.4625
5/27/18,2705.595
5/28/18,2697.7275
5/29/18,2689.86
5/30/18,2724.01
5/31/18,2705.27
6/1/18,2734.62
6/2/18,2738.703333
6/3/18,2742.786667
6/4/18,2746.87
6/5/18,2748.8
6/6/18,2772.35
6/7/18,2770.37
6/8/18,2779.03
6/9/18,2780.02
6/10/18,2781.01
6/11/18,2782
6/12/18,2786.85
6/13/18,2775.63
6/14/18,2782.49
6/15/18,2779.66
6/16/18,2777.69
6/17/18,2775.72
6/18/18,2773.75
6/19/18,2762.59
6/20/18,2767.32
6/21/18,2749.76
6/22/18,2754.88
6/23/18,2742.276667
6/24/18,2729.673333
6/25/18,2717.07
6/26/18,2723.06
6/27/18,2699.63
6/28/18,2716.31
6/29/18,2718.37
6/30/18,2721.15
7/1/18,2723.93
7/2/18,2726.71
7/3/18,2713.22
7/4/18,2724.915
7/5/18,2736.61
7/6/18,2759.82
7/7/18,2767.936667
7/8/18,2776.053333
7/9/18,2784.17
7/10/18,2793.84
7/11/18,2774.02
7/12/18,2798.29
7/13/18,2801.31
7/14/18,2800.35
7/15/18,2799.39
7/16/18,2798.43
7/17/18,2809.55
7/18/18,2815.62
7/19/18,2804.49
7/20/18,2801.83
7/21/18,2803.546667
7/22/18,2805.263333
7/23/18,2806.98
7/24/18,2820.4
7/25/18,2846.07
7/26/18,2837.44
7/27/18,2818.82
7/28/18,2813.413333
7/29/18,2808.006667
7/30/18,2802.6
7/31/18,2816.29
8/1/18,2813.36
8/2/18,2827.22
8/3/18,2840.35
8/4/18,2843.7
8/5/18,2847.05
8/6/18,2850.4
8/7/18,2858.45
8/8/18,2857.7
8/9/18,2853.58
8/10/18,2833.28
8/11/18,2829.496667
8/12/18,2825.713333
8/13/18,2821.93
8/14/18,2839.96
8/15/18,2818.37
8/16/18,2840.69
8/17/18,2850.13
8/18/18,2852.436667
8/19/18,2854.743333
8/20/18,2857.05
8/21/18,2862.96
8/22/18,2861.82
8/23/18,2856.98
8/24/18,2874.69
8/25/18,2882.04
8/26/18,2889.39
8/27/18,2896.74
8/28/18,2897.52
8/29/18,2914.04
8/30/18,2901.13
8/31/18,2901.52
9/1/18,2900.32
9/2/18,2899.12
9/3/18,2897.92
9/4/18,2896.72
9/5/18,2888.6
9/6/18,2878.05
9/7/18,2871.68
9/8/18,2873.496667
9/9/18,2875.313333
9/10/18,2877.13
9/11/18,2887.89
9/12/18,2888.92
9/13/18,2904.18
9/14/18,2904.98
9/15/18,2899.586667
9/16/18,2894.193333
9/17/18,2888.8
9/18/18,2904.31
9/19/18,2907.95
9/20/18,2930.75
9/21/18,2929.67
9/22/18,2926.236667
9/23/18,2922.803333
9/24/18,2919.37
9/25/18,2915.56
9/26/18,2905.97
9/27/18,2914
9/28/18,2913.98
9/29/18,2917.516667
9/30/18,2921.053333
10/1/18,2924.59
10/2/18,2923.43
10/3/18,2925.51
10/4/18,2901.61
10/5/18,2885.57
10/6/18,2885.19
10/7/18,2884.81
10/8/18,2884.43
10/9/18,2880.34
10/10/18,2785.68
10/11/18,2728.37
10/12/18,2767.13
10/13/18,2761.683333
10/14/18,2756.236667
10/15/18,2750.79
10/16/18,2809.92
10/17/18,2809.21
10/18/18,2768.78
10/19/18,2767.78
10/20/18,2763.813333
10/21/18,2759.846667
10/22/18,2755.88
10/23/18,2740.69
10/24/18,2656.1
10/25/18,2705.57
10/26/18,2658.69
10/27/18,2652.876667
10/28/18,2647.063333
10/29/18,2641.25
10/30/18,2682.63
10/31/18,2711.74
11/1/18,2740.37
11/2/18,2723.06
11/3/18,2728.143333
11/4/18,2733.226667
11/5/18,2738.31
11/6/18,2755.45
