3/1/18,3441035104
3/2/18,4030692044
3/3/18,3526443821
3/4/18,3861373866
3/5/18,4219752284
3/6/18,4804420267
3/7/18,5234978813
3/8/18,4793198293
3/9/18,4328631178
3/10/18,4505811284
3/11/18,4665413194
3/12/18,5058109367
3/13/18,5095834460
3/14/18,4034218467
3/15/18,5294581212
3/16/18,4153900849
3/17/18,4224100753
3/18/18,4628590454
3/19/18,5074015988
3/20/18,4501108576
3/21/18,4432036552
3/22/18,3735442601
3/23/18,4026875184
3/24/18,3067943937
3/25/18,3029683212
3/26/18,2833668580
3/27/18,3702257445
3/28/18,3173707436
3/29/18,3386756377
3/30/18,4781184233
3/31/18,4072365791
4/1/18,3598865262
4/2/18,3914063317
4/3/18,4155294224
4/4/18,4231706035
4/5/18,4403251764
4/6/18,3711281114
4/7/18,3240556398
4/8/18,3056918181
4/9/18,3560325737
4/10/18,3585817439
4/11/18,3484554527
4/12/18,5569495530
4/13/18,7108692315
4/14/18,5221454292
4/15/18,4064566540
4/16/18,4364099389
4/17/18,4617797212
4/18/18,5174175283
4/19/18,5571921610
4/20/18,5856252722
4/21/18,6592572346
4/22/18,5388898212
4/23/18,5577263963
4/24/18,7015588900
4/25/18,9496007199
4/26/18,7840135345
4/27/18,6420471434
4/28/18,6044135770
4/29/18,6578695509
4/30/18,6189381727
5/1/18,6156448196
5/2/18,4980811639
5/3/18,6010894136
5/4/18,6816067137
5/5/18,5831668636
5/6/18,5579263732
5/7/18,5126629695
5/8/18,5187265754
5/9/18,5229298824
5/10/18,5032109490
5/11/18,5789182784
5/12/18,5465653039
5/13/18,4329079560
5/14/18,5019113654
5/15/18,5366406569
5/16/18,5131375183
5/17/18,4471142638
5/18/18,4472415562
5/19/18,3931791517
5/20/18,3622202463
5/21/18,3892425910
5/22/18,3751166479
5/23/18,4347099238
5/24/18,4962607292
5/25/18,4140362594
5/26/18,3196176484
5/27/18,3037874871
5/28/18,3215107343
5/29/18,3815081592
5/30/18,3899968538
5/31/18,3635904694
6/1/18,3534811211
6/2/18,3506256000
6/3/18,3988066392
6/4/18,3930562179
6/5/18,3615936275
6/6/18,3324816448
6/7/18,3371952935
6/8/18,2974280009
6/9/18,2724319399
6/10/18,3104326327
6/11/18,3827038712
6/12/18,3102008137
6/13/18,3295765433
6/14/18,3663602706
6/15/18,3114118487
6/16/18,2350148805
6/17/18,2039619864
6/18/18,2259399592
6/19/18,2930821031
6/20/18,3087939613
6/21/18,2901154212
6/22/18,3351734963
6/23/18,4089480600
6/24/18,3728670367
6/25/18,4343151231
6/26/18,3889799377
6/27/18,3736840201
6/28/18,3121465243
6/29/18,2839622172
6/30/18,3771289832
7/1/18,3508360443
7/2/18,3807596497
7/3/18,5004522313
7/4/18,4840988988
7/5/18,4643821208
7/6/18,4811073504
7/7/18,4981676690
7/8/18,4983369409
7/9/18,4925375835
7/10/18,4677923064
7/11/18,3967828330
7/12/18,3447735128
7/13/18,3821904703
7/14/18,3734323550
7/15/18,3455989686
7/16/18,4630543497
7/17/18,5419192993
7/18/18,6330311100
7/19/18,5846088135
7/20/18,4966521400
7/21/18,4512259647
7/22/18,3665112372
7/23/18,4687601680
7/24/18,5764717501
7/25/18,6176077122
7/26/18,4940766515
7/27/18,4974252391
7/28/18,4271083963
7/29/18,3666674349
7/30/18,4448141892
7/31/18,5247534992
8/1/18,4823441462
8/2/18,4163829164
8/3/18,4091971160
8/4/18,3860203505
8/5/18,3682909104
8/6/18,3306255574
8/7/18,3700827846
8/8/18,4609610922
8/9/18,4210397001
8/10/18,4181392944
8/11/18,4185821571
8/12/18,3631377731
8/13/18,3625488362
8/14/18,4314826468
