date,index,return,volatility,change_in_volatility,directionality
2018-03-01,0.0433551673944687,,,,
2018-03-02,0.0656774193548387,0.514869467744643,,,1
2018-03-03,0.0502877358490566,-0.23432229306446228,,,0
2018-03-04,0.0553354531001589,0.10037670549045008,,,1
2018-03-05,0.0452398648648648,-0.18244340056312125,,,0
2018-03-06,0.0548006700167504,0.2113358468343023,,,1
2018-03-07,0.0536969147005444,-0.020141274109762297,,,0
2018-03-08,0.0445846422338568,-0.16969825021613794,,,0
2018-03-09,0.063175468483816,0.4169782534632889,,,1
2018-03-10,0.0590031695721077,-0.0660430228986294,,,0
2018-03-11,0.0428330434782608,-0.27405521112023334,,,0
2018-03-12,0.0553732394366197,0.29276920199993417,,,1
2018-03-13,0.0401982758620689,-0.2740486872168656,,,0
2018-03-14,0.0603713850837138,0.5018401607786429,,,1
2018-03-15,0.0704077181208053,0.16624321312447377,,,1
2018-03-16,0.0456723259762309,-0.3513164863848237,,,0
2018-03-17,0.0550382059800664,0.20506684964347466,,,1
2018-03-18,0.0528215767634854,-0.040274372630965005,,,0
2018-03-19,0.0515823429541595,-0.02346075004301207,,,0
2018-03-20,0.0514041867954911,-0.003453820599555235,,,0
2018-03-21,0.0301355371900826,-0.41375325496393367,,,0
2018-03-22,0.0509025641025641,0.6891208469751715,,,1
2018-03-23,0.0411065449010654,-0.19244647836915652,,,0
2018-03-24,0.0347471264367816,-0.15470574040191287,,,0
2018-03-25,0.033090909090909,-0.04766487234234751,,,0
2018-03-26,0.0559553398058252,0.6909580710551619,,,1
2018-03-27,0.0377230514096185,-0.32583643418976493,,,0
2018-03-28,0.0446036789297658,0.18239848747741805,,,1
2018-03-29,0.0536039279869067,0.20178266172422554,,,1
2018-03-30,0.0472177858439201,-0.11913571230351772,,,0
2018-03-31,0.0575786713286713,0.2194276012644778,0.3024454340747178,,1
2018-04-01,0.0444907692307692,-0.227304691058145,0.29332667860750644,-0.030150084742091354,0
2018-04-02,0.0547573529411764,0.23075761304902254,0.29141745186161594,-0.006508875206831077,1
2018-04-03,0.0468157894736842,-0.14503190970577962,0.2931261064888424,0.00586325429829726,0
2018-04-04,0.0452593192868719,-0.03324669314157802,0.29060673732014414,-0.008594830391861263,0
2018-04-05,0.0463372681281618,0.023817168668786692,0.28875105458100236,-0.006385546172308687,1
2018-04-06,0.0352661157024793,-0.23892544539012073,0.2928295916451554,0.014124752098555016,0
2018-04-07,0.0424474959612277,0.20363400152525268,0.29224520366044116,-0.00199565891353759,1
2018-04-08,0.0432782193958664,0.019570611076740407,0.28327182589179534,-0.03070496164266212,1
2018-04-09,0.0577865353037766,0.3352336604979622,0.28834006979495796,0.017891803701998166,1
2018-04-10,0.0657783333333333,0.13829861900432028,0.2827957154366715,-0.01922852540831088,1
2018-04-11,0.0593161094224924,-0.09824243916448028,0.280236385834314,-0.009050100346837175,0
2018-04-12,0.0444567699836867,-0.25051102615255316,0.2793662018431706,-0.00310517846764502,0
2018-04-13,0.0453548387096774,0.02020094411537876,0.26528101604357224,-0.05041836022635793,1
2018-04-14,0.0609609120521172,0.34408838806232844,0.27054942851264063,0.01985974174723104,1
2018-04-15,0.0443460317460317,-0.2725497330466605,0.26710195367119177,-0.012742495374695628,0
2018-04-16,0.038553772070626,-0.13061506176195858,0.26657155916266795,-0.0019857380346111064,0
2018-04-17,0.0473438395415472,0.22799500538673168,0.26898923552889875,0.009069521046525031,1
2018-04-18,0.0606033434650455,0.2800682000424204,0.2726567749999741,0.013634521336380212,1
2018-04-19,0.0421813725490196,-0.30397614822441654,0.27968009182159015,0.025758820119605508,0
2018-04-20,0.0532471728594507,0.26233855471562406,0.26988729137153494,-0.03501429217315222,1
2018-04-21,0.0438480801335559,-0.1765181552587647,0.2443778154349065,-0.09451899645586248,0
2018-04-22,0.0343488805970149,-0.21663889291407046,0.24514899956417896,0.0031557043256975614,0
2018-04-23,0.0413119730185497,0.2027167203271225,0.24498435476058897,-0.0006716111584493811,1
2018-04-24,0.0558529945553539,0.351980805425949,0.2512199103194966,0.025452872551805727,1
2018-04-25,0.048204081632653,-0.13694723055753677,0.22173350837897304,-0.11737287025946042,0
