date,index,return,volatility,change_in_volatility,directionality
2018-03-01,0.2156527777777777,,,,
2018-03-02,0.1858095238095238,-0.13838566920295492,,,0
2018-03-03,0.1363846153846153,-0.26599771320427446,,,0
2018-03-04,0.1629473684210526,0.19476355864280026,,,1
2018-03-05,0.1266,-0.22306201550387583,,,0
2018-03-06,0.1381111111111111,0.09092504827101977,,,1
2018-03-07,0.1127118644067796,-0.18390444114157967,,,0
2018-03-08,0.04065,-0.639345864661654,,,0
2018-03-09,0.0657291666666666,0.616953669536694,,,1
2018-03-10,0.04835,-0.26440570522979334,,,0
2018-03-11,0.1678615384615384,2.471800175005965,,,1
2018-03-12,0.1390499999999999,-0.17163871322518587,,,0
2018-03-13,0.0209,-0.8496943545487234,,,0
2018-03-14,0.0580526315789473,1.7776378745907802,,,1
2018-03-15,0.0281785714285714,-0.5146030306955056,,,0
2018-03-16,0.0857499999999999,2.043092522179974,,,1
2018-03-17,0.0450714285714285,-0.47438567263640175,,,0
2018-03-18,0.0355108695652173,-0.21212016812513002,,,0
2018-03-19,0.0646078431372549,0.8193821758884194,,,1
2018-03-20,0.104,0.6097116843702579,,,1
2018-03-21,0.0829,-0.20288461538461533,,,0
2018-03-22,0.0885833333333333,0.0685564937675911,,,1
2018-03-23,0.0677692307692307,-0.2349663506766051,,,0
2018-03-24,0.049,-0.2769580022701469,,,0
2018-03-25,0.284,4.795918367346938,,,1
2018-03-26,0.0463333333333333,-0.8368544600938967,,,0
2018-03-27,0.0456470588235294,-0.014811680067710054,,,0
2018-03-28,0.0605,0.3253865979381445,,,1
2018-03-29,0.0313770491803278,-0.48137108792846617,,,0
2018-03-30,0.0782777777777777,1.494746313711834,,,1
2018-03-31,0.1282083333333333,0.6378637331440753,1.1803375811573897,,1
2018-04-01,0.203,0.5833604159896006,1.1777710967427693,-0.0021743647373354547,1
2018-04-02,0.0648695652173913,-0.6804454915399443,1.1877085439722515,0.008437503057228346,0
2018-04-03,0.05575,-0.14058310991957101,1.1907191191660902,0.0025347760686893483,0
2018-04-04,0.0737916666666666,0.3236173393124053,1.1861199590980354,-0.0038625062737515092,1
2018-04-05,0.0453571428571428,-0.38533516173267757,1.1928658288133631,0.005687341877677721,0
2018-04-06,0.0276896551724137,-0.3895194135215869,1.1965260144398873,0.0030683967451436978,0
2018-04-07,0.0696428571428571,1.51512186443694,1.2011970182459537,0.0039038046391770553,1
2018-04-08,0.2198571428571428,2.156923076923078,1.2430341464785581,0.03482953054087412,1
2018-04-09,0.3129444444444444,0.4233990325608261,1.235729404948014,-0.00587654132530302,1
2018-04-10,0.2243846153846154,-0.28298897977577175,1.183294201860794,-0.04243259315288861,0
2018-04-11,0.1306666666666666,-0.4176665523940125,1.1880981334188614,0.004059794724349253,0
2018-04-12,0.036125,-0.7235331632653059,1.183837987938147,-0.0035856848528625918,0
2018-04-13,0.1566,3.334948096885813,1.2777941184139088,0.0793656998956438,1
2018-04-14,0.0,-1.0,1.2931323986878835,0.012003718011328601,0
2018-04-15,0.19475,inf,,0.0,1
2018-04-16,0.111,-0.43003851091142486,,0.0,0
2018-04-17,0.0,-1.0,,0.0,0
2018-04-18,0.055,inf,,0.0,1
2018-04-19,0.0,-1.0,,0.0,0
2018-04-20,0.0627142857142857,inf,,0.0,1
2018-04-21,0.1162,0.8528473804100234,,0.0,1
2018-04-22,0.1606666666666666,0.38267355134824954,,0.0,1
2018-04-23,0.0906666666666666,-0.4356846473029047,,0.0,0
2018-04-24,0.0098,-0.8919117647058823,,0.0,0
2018-04-25,0.0863846153846153,7.81475667189952,,0.0,1
2018-04-26,0.0695454545454545,-0.19493240508378507,,0.0,0
2018-04-27,0.0734545454545454,0.05620915032679741,,0.0,1
2018-04-28,0.09,0.2252475247524761,,0.0,1
2018-04-29,0.0908571428571428,0.009523809523809046,,0.0,1
2018-04-30,0.1608181818181818,0.7700114351057756,,0.0,1
2018-05-01,0.1239090909090909,-0.2295081967213115,,0.0,0
2018-05-02,0.0318,-0.7433602347762289,,0.0,0
2018-05-03,0.1015555555555555,2.193570929419984,,0.0,1
2018-05-04,0.0,-1.0,,0.0,0
2018-05-05,0.0246666666666666,inf,,0.0,1
2018-05-06,0.0275833333333333,0.11824324324324498,,0.0,1
2018-05-07,0.0305,0.1057401812688834,,0.0,1
2018-05-08,0.0,-1.0,,0.0,0
2018-05-09,0.0438333333333333,inf,,0.0,1
2018-05-10,0.018625,-0.5750950570342203,,0.0,0
2018-05-11,0.0412692307692307,1.2157976251935945,,0.0,1
2018-05-12,0.0472307692307692,0.14445479962721475,,0.0,1
2018-05-13,0.1094285714285714,1.3168915774778975,,0.0,1
2018-05-14,0.0543333333333333,-0.5034812880765884,,0.0,0
2018-05-15,0.0535,-0.015337423312882903,,0.0,0
2018-05-16,0.0706666666666666,0.320872274143301,,0.0,1
2018-05-17,0.1743846153846154,1.4677068214804088,,0.0,1
